SequenceLength,PITName,PurificationName,ProcessStep,Duration_In_Mins
21,1,0,0,274
46,1,0,0,274
49,1,0,0,274
26,1,0,0,348
25,1,0,0,348
24,1,0,0,348
56,1,0,0,348
65,1,0,0,348
63,1,0,0,348
57,1,0,0,348
23,0,0,1,23
26,0,0,1,23
27,0,0,1,23
27,1,0,0,400
53,1,0,0,400
24,1,0,0,400
24,1,0,0,464
57,1,0,0,464
56,1,0,0,464
59,1,0,0,464
54,1,0,0,464
60,1,0,0,464
58,1,0,0,464
25,1,0,0,464
60,1,0,0,508
23,1,0,0,464
45,1,0,0,500
55,1,0,0,500
20,1,0,0,508
46,1,0,0,500
17,1,0,0,500
59,1,0,0,500
57,1,0,0,500
30,2,0,0,458
29,2,0,0,458
52,2,0,0,458
28,2,0,0,458
51,2,0,0,458
26,2,0,0,458
54,2,0,0,458
50,2,0,0,458
46,2,0,0,458
47,2,0,0,458
47,1,0,0,413
46,1,0,0,413
45,1,0,0,413
48,1,0,0,413
21,1,0,0,413
27,0,0,0,413
32,0,0,0,413
38,0,0,0,413
25,0,0,0,413
33,0,0,0,413
48,0,0,0,413
46,0,0,0,413
34,0,0,0,413
36,0,0,0,413
40,0,0,0,413
29,0,0,0,413
37,0,0,0,413
47,0,0,0,413
35,0,0,0,413
30,0,0,0,413
50,0,0,0,413
28,0,0,0,413
39,0,0,0,413
41,0,0,0,413
31,0,0,0,413
57,1,0,0,413
55,1,0,0,413
19,1,0,1,17
18,1,0,1,17
33,0,0,0,301
47,0,0,0,301
43,0,0,0,301
37,0,0,0,301
45,0,0,0,301
34,0,0,0,301
40,0,0,0,301
38,0,0,0,301
58,2,0,1,16
56,2,0,1,16
52,2,0,1,17
44,1,0,0,301
47,1,0,0,301
20,1,0,0,301
45,1,0,0,301
27,0,0,0,301
32,0,0,0,301
25,0,0,0,301
30,0,0,0,301
36,0,0,0,301
28,0,0,0,301
31,0,0,0,301
24,2,0,1,46
44,2,0,1,46
34,2,0,1,46
35,2,0,1,46
27,2,0,1,46
48,2,0,1,46
43,2,0,1,46
28,2,0,1,46
41,2,0,1,46
37,2,0,1,46
59,2,0,1,46
31,2,0,1,46
36,2,0,1,46
46,2,0,1,46
42,2,0,1,46
58,2,0,1,46
52,2,0,1,46
39,2,0,1,46
45,2,0,1,46
40,2,0,1,46
20,2,0,1,46
19,2,0,1,46
47,2,0,1,46
53,2,0,1,46
50,2,0,1,46
56,2,0,1,46
33,2,0,1,46
32,2,0,1,46
16,1,0,1,13
37,1,0,0,308
34,1,0,0,308
59,1,0,0,308
35,1,0,0,308
28,1,0,0,308
33,1,0,0,308
29,1,0,0,308
38,1,0,0,308
30,1,0,0,308
27,1,0,0,308
51,1,0,0,308
25,1,0,0,308
31,1,0,0,308
36,1,0,0,308
41,1,0,0,308
39,1,0,0,308
40,1,0,0,308
42,1,0,0,308
32,1,0,0,308
29,0,0,0,308
34,0,0,0,308
42,0,0,0,308
23,0,0,0,308
37,0,0,0,308
30,0,0,0,308
40,0,0,0,308
36,0,0,0,308
33,0,0,0,308
35,0,0,0,308
48,0,0,0,308
28,0,0,0,308
44,0,0,0,308
47,0,0,0,308
41,0,0,0,308
20,0,0,0,308
47,1,0,0,308
44,1,0,0,308
48,1,0,0,308
46,1,0,0,308
45,1,0,0,308
43,1,0,0,308
54,1,0,0,308
55,1,0,0,308
52,1,0,0,308
49,1,0,0,308
55,1,0,0,344
56,1,0,0,344
25,1,0,0,344
44,0,0,0,427
31,0,0,2,32
24,0,0,0,427
24,0,0,1,27
30,0,0,2,32
39,0,0,0,427
34,0,0,0,427
34,0,0,2,32
46,0,0,0,427
29,0,0,0,427
43,0,0,0,427
23,1,0,0,427
23,1,0,1,19
16,0,0,0,427
17,0,0,0,427
20,0,0,0,427
21,0,0,0,427
19,0,0,0,427
21,0,0,0,508
19,0,0,0,508
25,0,0,0,508
29,1,0,2,32
54,1,0,1,27
21,1,0,0,427
21,1,0,2,32
26,0,0,0,508
30,0,0,0,508
59,2,0,0,508
37,1,0,0,436
25,1,0,0,436
40,1,0,0,436
38,1,0,0,436
39,1,0,0,436
41,1,0,0,436
31,1,0,0,436
35,1,0,0,436
45,1,0,0,436
36,1,0,0,436
43,1,0,0,436
44,1,0,0,436
33,1,0,0,436
34,1,0,0,436
42,1,0,0,436
27,1,0,0,436
29,1,0,0,436
32,1,0,0,436
30,1,0,0,436
47,1,0,0,436
46,1,0,0,436
52,1,0,0,436
48,1,0,0,436
23,1,0,0,436
50,1,0,0,436
49,1,0,0,436
42,1,0,0,288
43,1,0,0,288
37,1,0,0,288
36,1,0,0,288
38,1,0,0,288
41,1,0,0,288
34,1,0,0,288
33,1,0,0,288
31,1,0,0,288
35,1,0,0,288
32,1,0,0,288
40,1,0,0,288
44,1,0,0,288
39,1,0,0,288
25,1,0,0,288
28,1,0,0,288
45,1,0,0,288
26,0,0,0,288
27,0,0,0,288
29,0,0,0,288
36,0,0,0,288
32,0,0,1,26
29,0,0,1,26
30,0,0,1,26
31,0,0,1,26
28,0,0,1,26
35,0,0,1,26
50,1,0,0,288
47,1,0,0,288
30,1,0,0,288
29,1,0,0,288
48,1,0,0,288
27,1,0,0,288
56,1,0,1,26
57,1,0,1,26
30,1,0,0,292
40,1,0,0,292
34,1,0,0,292
29,1,0,0,292
37,1,0,0,292
35,1,0,0,292
39,1,0,0,292
36,1,0,0,292
32,1,0,0,292
38,1,0,0,292
28,1,0,0,292
31,1,0,0,292
33,1,0,0,292
27,1,0,0,292
41,1,0,0,292
43,1,0,0,292
46,1,0,0,292
42,1,0,0,292
25,1,0,0,292
44,1,0,0,292
22,1,0,0,292
45,1,0,0,292
25,1,0,0,413
41,1,0,2,12
37,1,0,2,12
35,1,0,2,12
40,1,0,2,12
36,1,0,2,12
39,1,0,2,12
33,1,0,2,12
42,1,0,2,12
38,1,0,2,12
43,1,0,2,12
54,1,0,0,413
64,1,0,0,413
46,1,0,2,12
47,1,0,2,12
32,1,0,2,12
48,1,0,2,12
45,1,0,2,12
15,1,0,0,593
15,1,0,2,12
34,1,0,2,12
58,2,0,0,593
58,2,0,2,12
64,2,0,0,593
64,2,0,2,12
50,1,0,2,12
49,1,0,2,12
22,1,0,0,593
22,1,0,2,12
52,1,0,2,12
52,1,0,0,413
51,1,0,0,413
31,1,0,2,12
30,1,0,2,12
44,1,0,2,12
27,1,0,2,12
29,1,0,2,12
50,1,0,0,413
59,1,0,0,413
53,1,0,0,413
56,1,0,0,413
60,1,0,0,413
58,1,0,0,413
49,1,0,0,413
20,1,0,0,415
31,1,0,0,349
27,1,0,0,349
23,1,0,0,349
21,0,0,0,415
44,0,0,0,415
48,0,0,0,415
35,0,0,0,415
34,0,0,0,415
54,0,0,0,415
47,0,0,0,415
63,1,0,0,415
65,1,0,0,415
60,1,0,0,415
26,1,0,0,349
29,1,0,0,349
45,1,0,0,349
24,1,0,0,415
26,1,0,0,415
50,2,0,0,467
26,0,0,0,349
47,0,0,0,349
48,0,0,0,349
18,0,0,0,349
35,0,0,0,349
42,0,0,0,349
34,0,0,0,349
46,0,0,0,349
45,0,0,0,349
38,0,0,0,349
24,2,0,0,467
61,1,0,0,573
17,0,0,0,349
43,0,0,0,349
27,0,0,0,349
40,0,0,0,349
23,2,0,0,467
39,0,0,0,349
25,0,0,0,349
41,0,0,0,349
44,0,0,0,349
29,0,0,0,349
32,0,0,0,349
36,0,0,0,349
20,0,0,0,349
19,0,0,0,349
33,0,0,0,349
22,0,0,0,349
31,0,0,0,349
37,0,0,0,349
28,0,0,0,349
53,0,0,0,349
49,0,0,0,349
21,0,0,0,349
24,1,0,0,345
28,0,0,0,318
39,0,0,0,318
34,0,0,0,318
24,0,0,0,349
32,0,0,0,318
31,0,0,0,318
30,0,0,0,318
33,0,0,0,415
46,0,0,0,415
41,0,0,0,415
18,0,0,0,415
38,0,0,0,415
45,0,0,0,415
28,0,0,0,415
43,0,0,0,415
40,0,0,0,415
42,0,0,0,415
19,0,0,0,415
41,0,0,0,318
35,0,0,0,318
36,0,0,0,415
37,0,0,0,415
19,1,0,0,343
27,1,0,0,261
20,1,0,0,261
22,1,0,0,261
22,0,0,0,451
43,0,0,0,451
34,0,0,0,451
30,0,0,0,451
36,0,0,0,451
32,0,0,0,451
35,0,0,0,451
37,0,0,0,451
31,0,0,0,451
42,0,0,0,451
46,0,0,0,451
33,0,0,0,451
41,0,0,0,451
38,0,0,0,451
39,0,0,0,451
29,0,0,0,451
40,0,0,0,451
28,0,0,0,451
45,0,0,0,451
25,0,0,0,451
47,0,0,0,451
44,0,0,0,451
37,0,0,0,381
46,0,0,0,381
48,0,0,0,451
40,0,0,0,381
43,0,0,0,381
46,2,0,1,19
24,2,0,0,294
24,2,0,1,19
48,2,0,1,19
47,2,0,1,19
31,1,0,0,451
33,1,0,0,451
38,1,0,0,451
45,1,0,0,451
39,1,0,0,451
41,1,0,0,451
34,1,0,0,451
35,1,0,0,451
40,1,0,0,451
43,1,0,0,451
37,1,0,0,451
47,1,0,0,451
53,1,0,0,451
28,1,0,0,451
48,1,0,0,451
36,1,0,0,451
42,1,0,0,451
49,1,0,0,451
29,1,0,0,451
50,1,0,0,451
44,1,0,0,451
46,1,0,0,451
47,0,0,0,381
48,0,0,0,381
20,0,0,0,381
28,0,0,0,381
30,0,0,0,381
35,0,0,0,381
33,0,0,0,381
38,0,0,0,381
31,0,0,0,390
27,0,0,0,390
22,0,0,0,390
52,0,0,0,390
50,0,0,0,390
49,0,0,0,390
28,2,0,0,358
37,2,0,1,23
30,2,0,1,23
39,2,0,1,23
28,2,0,1,23
34,2,0,1,23
32,2,0,1,23
36,2,0,1,23
29,2,0,1,23
38,2,0,1,23
33,2,0,1,23
35,2,0,1,23
41,2,0,1,23
27,2,0,1,23
27,2,0,0,358
31,2,0,1,23
56,1,0,0,451
55,1,0,0,451
24,1,0,0,451
32,1,0,0,451
30,1,0,0,451
17,1,0,0,451
54,1,0,0,451
58,1,0,0,451
51,1,0,0,451
65,1,0,0,451
57,1,0,0,451
27,1,0,0,451
59,1,0,0,451
14,1,0,0,451
51,1,0,0,390
57,1,0,0,381
58,1,0,0,381
56,1,0,0,381
65,1,0,0,381
55,1,0,0,381
21,1,0,0,381
59,1,0,0,390
57,1,0,0,390
58,1,0,0,390
56,1,0,0,390
62,1,0,0,390
63,1,0,0,390
49,1,0,0,370
24,1,0,0,370
53,1,0,0,370
55,1,0,0,370
50,1,0,0,370
52,1,0,0,370
54,1,0,0,370
25,1,0,0,370
20,1,0,0,370
58,1,0,0,419
59,1,0,0,419
57,1,0,0,419
50,1,0,0,419
55,1,0,0,419
56,1,0,0,419
53,1,0,0,419
63,1,0,0,419
64,1,0,0,419
60,1,0,0,419
60,1,0,1,18
62,1,0,0,419
51,1,0,0,419
49,1,0,0,248
35,1,0,0,248
30,1,0,0,248
32,1,0,0,248
28,1,0,0,248
39,1,0,0,248
36,1,0,0,248
41,1,0,0,248
27,1,0,0,248
31,1,0,0,248
29,1,0,0,248
34,1,0,0,248
46,1,0,0,248
33,1,0,0,248
43,1,0,0,248
38,1,0,0,248
47,1,0,0,248
37,1,0,0,248
40,1,0,0,248
26,1,0,0,248
48,1,0,0,248
51,1,0,0,536
24,2,0,0,363
34,2,0,0,363
37,2,0,0,363
21,2,0,0,363
21,2,0,1,16
38,2,0,0,363
33,2,0,0,363
39,2,0,0,363
36,2,0,0,363
47,2,0,0,363
35,2,0,0,363
26,2,0,0,363
29,2,0,0,363
22,2,0,0,363
22,2,0,1,16
32,2,0,0,363
31,2,0,0,363
20,2,0,0,363
20,2,0,1,16
40,2,0,0,363
42,2,0,0,363
41,2,0,0,363
46,2,0,0,363
28,2,0,0,363
30,2,0,0,363
48,2,0,0,363
54,2,0,0,363
44,2,0,0,363
43,2,0,0,363
45,2,0,0,363
27,1,0,0,536
25,1,0,0,536
59,1,0,0,536
57,1,0,0,536
54,1,0,0,536
56,1,0,0,536
53,1,0,0,536
58,1,0,0,536
61,1,0,0,536
55,1,0,0,536
20,1,0,0,536
58,1,0,0,360
22,1,0,0,536
22,1,0,0,360
60,1,0,0,360
48,0,0,0,474
23,0,0,0,474
46,0,0,0,474
38,0,0,0,474
41,0,0,0,474
26,1,0,1,31
25,1,0,1,31
27,1,0,1,31
17,0,0,0,525
19,0,0,0,525
24,2,0,0,505
34,2,0,0,505
37,2,0,0,505
21,2,0,0,505
38,2,0,0,505
33,2,0,0,505
39,2,0,0,505
36,2,0,0,505
47,2,0,0,505
35,2,0,0,505
26,0,0,0,525
20,0,0,0,525
18,1,0,0,564
43,2,0,0,505
42,2,0,0,505
49,2,0,0,505
45,2,0,0,505
53,2,0,0,505
54,2,0,0,505
41,2,0,0,505
46,2,0,0,505
48,2,0,0,505
51,2,0,0,505
25,2,0,1,14
25,2,0,0,452
40,2,0,0,505
50,2,0,0,505
44,2,0,0,505
31,2,0,0,505
52,2,0,0,505
28,2,0,0,505
18,2,0,0,505
30,2,0,0,505
29,2,0,0,505
23,2,0,0,505
19,2,0,0,505
17,2,0,0,505
19,2,0,0,496
24,2,0,0,496
27,2,0,0,496
23,2,0,0,496
25,2,0,0,496
62,1,0,0,564
62,1,0,1,11
64,1,0,0,564
24,1,0,0,564
58,1,0,0,564
61,1,0,0,564
59,1,0,1,22
58,1,0,1,22
63,1,0,0,564
63,1,0,1,22
56,1,0,0,564
56,1,0,1,22
53,1,0,0,564
52,1,0,1,22
52,2,0,0,496
48,2,0,0,496
50,2,0,0,496
51,2,0,0,496
53,2,0,0,496
26,2,0,0,505
14,1,0,0,525
57,1,0,1,22
55,1,0,1,22
16,0,0,0,517
28,0,0,0,441
31,0,0,0,441
16,0,0,0,441
19,0,0,0,517
22,1,0,0,453
30,0,0,0,441
39,0,0,0,441
19,0,0,0,441
34,0,0,0,441
15,0,0,0,441
33,0,0,0,441
22,0,0,0,441
29,0,0,0,441
35,0,0,0,441
55,1,0,0,460
59,1,0,0,460
57,1,0,0,460
56,1,0,0,460
22,1,0,0,517
16,1,0,0,460
25,1,0,0,460
24,1,0,0,460
28,2,0,0,457
37,2,0,0,457
33,2,0,0,457
39,2,0,0,457
38,2,0,0,457
44,2,0,0,457
34,2,0,0,457
36,2,0,0,457
35,2,0,0,457
46,2,0,0,457
32,2,0,0,457
41,2,0,0,457
27,2,0,0,457
31,2,0,0,457
30,2,0,0,457
47,2,0,0,457
40,2,0,0,457
22,2,0,0,388
19,2,0,0,388
26,2,0,0,388
22,2,0,1,13
25,2,0,0,388
24,2,0,0,388
17,2,0,0,388
51,0,0,0,441
49,0,0,0,441
52,0,0,0,441
50,0,0,0,441
27,0,0,0,441
53,1,0,0,441
22,1,0,0,441
55,1,0,0,441
30,0,0,0,349
25,0,0,0,322
26,0,0,0,322
49,0,0,0,322
24,0,0,0,322
45,0,0,1,33
16,0,0,0,322
37,0,0,1,33
40,0,0,1,33
42,0,0,1,33
33,0,0,1,33
28,0,0,1,33
48,1,0,0,349
62,1,0,0,349
23,2,0,0,301
24,2,0,0,301
20,2,0,0,301
21,2,0,0,301
46,2,0,0,301
52,2,0,0,301
44,2,0,0,301
16,0,0,0,349
20,1,0,0,349
46,1,0,0,322
25,0,0,1,33
44,0,0,1,33
41,0,0,1,33
35,0,0,1,33
43,0,0,1,33
36,0,0,1,33
17,2,0,0,296
24,2,0,0,296
48,2,0,0,296
27,2,0,0,296
25,2,0,0,296
44,2,0,0,296
18,2,0,0,296
23,0,0,0,336
34,0,0,0,336
40,0,0,0,336
21,0,0,0,336
41,0,0,0,336
30,0,0,0,336
44,0,0,0,336
43,0,0,0,336
38,0,0,0,336
35,0,0,0,336
42,0,0,0,336
45,0,0,0,336
47,0,0,0,336
39,0,0,0,336
33,0,0,0,336
32,0,0,0,336
24,0,0,0,336
31,0,0,0,336
29,0,0,0,336
28,0,0,0,336
20,0,0,0,336
48,0,0,0,336
46,0,0,0,336
44,1,0,0,336
34,1,0,0,336
41,1,0,0,336
37,1,0,0,336
39,1,0,0,336
36,1,0,0,336
19,1,0,0,336
33,1,0,0,336
32,1,0,0,336
45,1,0,0,336
38,1,0,0,336
47,1,0,0,336
30,1,0,0,336
29,1,0,0,336
48,1,0,0,336
35,1,0,0,336
31,1,0,0,336
40,1,0,0,336
28,1,0,0,336
43,1,0,0,336
42,1,0,0,336
23,1,0,0,336
27,1,0,0,336
37,0,0,0,336
16,0,0,0,336
36,0,0,0,336
35,0,0,0,550
34,0,0,0,550
40,0,0,0,550
33,0,0,0,550
36,0,0,0,550
39,0,0,0,550
26,0,0,0,550
22,0,0,0,550
30,0,0,0,550
32,0,0,0,550
31,0,0,0,550
37,0,0,0,550
27,0,0,0,550
26,1,0,0,336
30,2,0,0,486
37,2,0,0,486
35,2,0,0,486
39,2,0,0,486
33,2,0,0,486
34,2,0,0,486
46,2,0,0,486
41,2,0,0,486
40,2,0,0,486
48,2,0,0,486
31,2,0,0,486
36,2,0,0,486
29,2,0,0,486
51,2,0,0,486
49,2,0,0,486
32,2,0,0,486
28,2,0,0,486
38,2,0,0,486
43,2,0,0,486
54,2,0,0,486
45,2,0,0,486
42,2,0,0,486
44,2,0,0,486
65,1,0,0,550
54,1,0,0,550
46,1,0,0,260
35,1,0,0,260
36,1,0,0,260
39,1,0,0,260
41,1,0,0,260
38,1,0,0,260
31,1,0,0,260
29,1,0,0,260
33,1,0,0,260
37,1,0,0,260
43,1,0,0,260
42,1,0,0,260
50,1,0,0,260
40,1,0,0,260
44,1,0,0,260
34,1,0,0,260
48,1,0,0,260
32,1,0,0,260
37,0,0,0,337
47,0,0,0,337
48,0,0,0,337
23,0,0,0,337
35,0,0,0,337
44,0,0,0,337
33,0,0,0,337
16,0,0,0,337
45,0,0,0,337
40,0,0,0,337
30,0,0,0,337
46,0,0,0,337
34,0,0,0,337
42,0,0,0,337
43,0,0,0,337
41,0,0,0,337
25,0,0,0,337
38,0,0,0,337
36,0,0,0,337
56,0,0,0,337
64,0,0,0,337
64,0,0,1,20
18,1,0,0,337
21,1,0,0,337
26,0,0,0,337
32,0,0,0,337
21,0,0,0,337
64,1,0,0,337
15,1,0,0,337
20,0,0,0,337
27,0,0,0,397
59,1,0,0,337
56,1,0,0,337
55,1,0,0,337
54,1,0,0,397
55,1,0,0,397
57,1,0,1,23
48,2,0,0,286
45,2,0,0,286
23,2,0,0,286
27,2,0,0,286
49,2,0,0,286
46,2,0,1,17
28,0,0,0,521
31,0,0,0,521
24,0,0,0,521
41,0,0,0,521
32,0,0,0,521
34,0,0,0,521
29,0,0,0,521
23,0,0,0,521
33,0,0,0,521
35,0,0,0,521
30,0,0,0,521
18,0,0,0,521
49,2,0,0,269
27,2,0,0,269
32,2,0,0,269
50,2,0,0,269
25,0,0,0,521
48,0,0,0,521
15,0,0,0,521
20,0,0,0,521
45,0,0,0,521
19,0,0,0,521
50,0,0,0,521
51,0,0,0,521
63,1,0,0,521
16,0,0,0,521
49,0,0,0,521
17,0,0,0,444
48,0,0,0,444
43,0,0,0,444
43,0,0,0,315
33,0,0,0,315
19,0,0,0,444
37,0,0,0,315
35,0,0,0,315
41,0,0,0,315
34,0,0,0,315
32,0,0,0,315
42,0,0,0,315
40,0,0,0,315
19,0,0,0,315
30,0,0,0,315
17,0,0,0,315
27,0,0,0,315
28,0,0,0,315
44,0,0,0,315
29,0,0,0,315
31,0,0,0,315
24,0,0,0,315
47,0,0,0,315
38,0,0,0,315
20,0,0,0,315
23,0,0,0,315
46,0,0,0,315
39,0,0,0,315
45,0,0,0,315
18,0,0,0,315
36,0,0,0,315
25,0,0,0,315
26,0,0,0,315
42,1,0,0,315
40,1,0,0,315
34,1,0,0,315
33,1,0,0,315
36,1,0,0,315
41,1,0,0,315
29,1,0,0,315
35,1,0,0,315
37,1,0,0,315
39,1,0,0,315
30,1,0,0,315
31,1,0,0,315
28,1,0,0,315
47,1,0,0,315
38,1,0,0,315
32,1,0,0,315
44,0,0,0,428
37,0,0,0,428
45,0,0,0,428
19,0,0,0,428
48,0,0,0,428
30,0,0,0,428
39,0,0,0,428
47,0,0,0,428
22,0,0,0,428
26,0,0,0,428
33,0,0,0,428
36,0,0,0,428
43,0,0,0,428
16,0,0,0,428
28,0,0,0,428
29,0,0,0,428
34,0,0,0,428
37,1,0,0,428
53,1,0,0,428
46,1,0,0,428
40,1,0,0,428
42,1,0,0,428
55,1,0,0,428
50,1,0,0,428
41,1,0,0,428
35,1,0,0,428
47,1,0,0,428
29,1,0,0,428
44,1,0,0,428
32,1,0,0,428
36,1,0,0,428
38,1,0,0,428
31,1,0,0,428
51,1,0,0,428
48,1,0,0,428
33,1,0,0,428
39,1,0,0,428
41,0,0,0,428
17,0,0,0,428
23,0,0,0,428
46,0,0,0,428
42,0,0,0,428
38,0,0,0,428
40,0,0,0,428
25,1,0,0,428
34,1,0,0,428
58,1,0,0,428
43,1,0,0,428
18,1,0,0,428
54,1,0,0,428
52,1,0,0,428
28,1,0,0,428
45,1,0,0,428
49,1,0,0,428
26,1,0,0,428
56,1,0,0,428
49,2,0,0,366
45,2,0,0,366
48,2,0,0,366
46,2,0,0,366
44,2,0,0,366
47,2,0,0,366
32,2,0,0,366
27,0,0,0,428
25,0,0,0,428
31,0,0,0,428
35,0,0,0,428
32,0,0,0,428
24,0,0,0,428
27,0,0,0,435
28,0,0,0,435
48,0,0,0,435
47,0,0,0,435
36,0,0,0,435
29,0,0,0,435
22,0,0,0,435
17,0,0,0,435
20,0,0,0,435
49,0,0,0,435
30,0,0,0,435
16,0,0,0,435
47,1,0,0,435
48,1,0,0,435
46,1,0,0,435
41,1,0,0,435
40,1,0,0,435
44,1,0,0,435
45,1,0,0,435
37,1,0,0,435
49,1,0,0,435
57,1,0,0,435
60,1,0,0,435
33,1,0,0,435
15,1,0,0,435
62,1,0,0,435
31,1,0,0,435
52,1,0,0,379
59,1,0,0,379
55,1,0,0,379
48,1,0,0,379
53,1,0,0,379
19,1,0,0,379
56,1,0,0,379
65,1,0,0,379
20,0,0,0,320
53,0,0,0,320
52,0,0,0,320
26,0,0,0,320
23,1,0,0,320
24,1,0,0,320
22,1,0,0,320
24,2,0,0,341
20,2,0,1,11
51,2,0,0,341
41,2,0,1,22
19,2,0,0,341
39,2,0,1,22
27,2,0,1,22
32,2,0,1,22
28,2,0,1,22
25,2,0,1,22
25,2,0,0,341
23,2,0,1,22
23,2,0,0,341
45,2,0,1,22
49,2,0,1,22
24,2,0,1,22
48,2,0,1,22
59,1,0,0,539
58,1,0,0,539
19,0,0,0,425
36,0,0,0,425
46,0,0,0,425
44,0,0,0,425
48,0,0,0,425
38,0,0,0,425
47,0,0,0,425
41,0,0,0,425
42,0,0,0,425
45,0,0,0,425
24,0,0,0,425
20,0,0,0,425
18,0,0,0,425
49,0,0,0,425
21,0,0,0,425
22,0,0,0,425
14,0,0,0,425
27,0,0,0,539
22,0,0,0,539
20,0,0,0,539
50,1,0,0,448
47,0,0,0,448
50,0,0,0,448
48,0,0,0,448
53,2,0,0,543
48,2,0,0,543
46,2,0,0,543
50,2,0,0,543
59,2,0,0,543
56,2,0,0,543
51,2,0,0,543
54,2,0,0,543
40,0,0,0,448
36,0,0,0,448
23,0,0,0,448
18,0,0,0,448
43,0,0,0,448
46,0,0,0,448
25,0,0,0,482
46,0,0,0,482
43,0,0,0,482
42,0,0,0,482
47,0,0,0,482
44,0,0,0,482
40,0,0,0,482
26,0,0,0,482
51,0,0,0,482
22,0,0,0,482
27,0,0,0,482
35,0,0,0,305
37,0,0,0,305
33,0,0,0,305
43,0,0,0,305
38,0,0,0,305
36,0,0,0,305
45,0,0,0,482
20,2,0,0,456
30,0,0,0,305
41,0,0,0,305
32,0,0,0,305
47,0,0,0,305
42,0,0,0,305
39,0,0,0,305
22,0,0,0,305
45,0,0,0,305
19,0,0,0,305
46,0,0,0,305
48,0,0,0,305
44,0,0,0,305
24,2,0,0,465
18,2,0,0,465
26,2,0,0,465
27,1,0,0,482
20,1,0,0,482
49,0,0,0,305
34,0,0,0,305
40,1,0,0,305
39,1,0,0,305
42,1,0,0,305
41,1,0,0,305
44,1,0,0,305
35,1,0,0,305
43,1,0,0,305
47,1,0,0,305
58,1,0,0,305
46,1,0,0,305
45,1,0,0,305
18,1,0,0,542
18,1,0,1,23
20,1,0,1,23
22,2,0,0,542
23,2,0,0,542
48,2,0,0,542
45,2,0,0,542
52,2,0,0,542
46,2,0,0,542
42,1,0,0,472
41,1,0,0,472
45,1,0,0,472
33,1,0,0,472
34,1,0,0,472
39,1,0,0,472
38,1,0,0,472
30,1,0,0,472
35,1,0,0,472
32,1,0,0,472
31,1,0,0,472
28,1,0,0,472
44,1,0,0,472
29,1,0,0,472
36,1,0,0,472
40,1,0,0,472
47,1,0,0,472
48,1,0,0,472
25,1,0,0,472
18,1,0,0,490
17,1,0,0,490
46,1,0,0,472
43,1,0,0,472
24,1,0,0,472
51,1,0,0,472
49,1,0,0,472
20,1,0,0,472
27,1,0,0,472
52,1,0,0,472
23,0,0,0,472
30,0,0,0,472
37,0,0,0,472
29,0,0,0,472
33,0,0,0,472
22,0,0,0,472
36,0,0,0,472
31,0,0,0,472
35,0,0,0,472
32,0,0,0,472
38,0,0,0,472
39,0,0,0,472
42,0,0,0,472
28,0,0,0,472
43,0,0,0,472
27,0,0,0,472
40,0,0,0,472
44,0,0,0,472
47,0,0,0,472
45,0,0,0,472
23,2,0,0,272
36,2,0,0,272
47,2,0,0,272
34,2,0,0,272
35,2,0,0,272
31,2,0,0,272
33,2,0,0,272
41,2,0,0,272
28,2,0,0,272
46,2,0,0,272
48,2,0,0,272
44,2,0,0,272
29,2,0,0,272
30,2,0,0,272
45,2,0,0,272
48,1,0,0,511
41,1,0,0,511
43,1,0,0,511
42,1,0,0,511
44,1,0,0,511
17,1,0,0,511
38,1,0,0,511
39,1,0,0,511
47,1,0,0,511
46,1,0,0,511
45,1,0,0,511
14,1,0,0,511
23,0,0,0,543
17,0,0,1,23
44,0,0,0,547
24,0,0,0,547
47,0,0,0,547
22,0,0,0,547
48,0,0,0,547
48,0,0,0,511
18,0,0,0,547
52,0,0,0,547
22,1,0,0,511
26,0,0,0,511
47,0,0,0,511
17,0,0,0,511
41,0,0,0,511
46,0,0,0,511
54,0,0,0,511
22,0,0,0,281
46,0,0,0,281
55,1,0,0,281
51,1,0,0,281
53,1,0,0,281
26,0,0,0,421
20,2,0,0,448
19,2,0,0,448
56,2,0,0,448
56,2,0,1,12
65,1,0,0,529
60,1,0,0,529
22,1,0,0,529
17,1,0,0,529
43,1,0,0,271
18,1,0,0,271
18,1,0,1,35
48,1,0,0,271
45,1,0,0,271
46,1,0,0,271
50,1,0,0,271
21,0,0,0,485
28,0,0,0,485
30,0,0,0,485
29,0,0,0,485
47,0,0,0,485
26,0,0,0,485
24,0,0,0,485
44,0,0,0,485
20,0,0,0,485
46,0,0,0,485
43,0,0,0,485
52,0,0,0,485
19,1,0,0,513
51,1,0,0,513
59,1,0,0,540
57,1,0,0,540
18,0,0,0,540
39,0,0,0,540
32,0,0,0,540
16,0,0,0,540
42,0,0,0,540
46,0,0,0,540
41,0,0,0,540
38,0,0,0,540
40,0,0,0,540
28,0,0,0,540
31,0,0,0,540
34,0,0,0,540
36,0,0,0,540
33,0,0,0,540
18,0,0,0,489
34,0,0,0,489
33,0,0,0,489
16,0,0,0,489
48,0,0,0,489
35,0,0,0,489
37,0,0,0,489
42,0,0,0,489
41,0,0,0,489
20,0,0,0,489
31,0,0,0,489
30,0,0,0,489
36,0,0,0,489
39,0,0,0,489
43,0,0,0,489
32,0,0,0,489
29,0,0,0,489
40,0,0,0,489
25,1,0,0,540
49,2,0,0,540
50,2,0,0,540
52,2,0,0,540
55,2,0,0,540
51,2,0,0,540
46,2,0,0,540
21,2,0,0,540
23,2,0,0,540
